StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q113,Q114,ERK,DBK,BTK,RFK,BTK_1,BTK_2,BTK_3,BTK_4,BTK_5,RPK_1,RPK_2,RPK_3,RPK_4,RPK_5,Signal,Voyager Description,Q121_First Click,Q121_Last Click,Q121_Page Submit,Q121_Click Count,VB_C1,VB_C2,VB_C3,VB_C4,VB_C5,VB_C6,VB_C7,VB_C8,VB_C9,VB_C10,VB_C11,VB_C12,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,VB_P1,VB_P2,VB_P3,VB_P4,VB_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q86,Q107_4,Q117_4,Q116_4,Q108_1,Q109_1,Q110_4,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,FAC_1,FAC_2,FAC_3,FAC_4,FAC_5,FAC_6,FAC_7,FAC_8,FAC_9,FAC_10,FAC_11,FAC_12,Q124_First Click,Q124_Last Click,Q124_Page Submit,Q124_Click Count,FE_P1,FE_P2,FE_P3,FE_P4,FE_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q88,Q95_1,Q115_1,Q96_1,Q97_1,Q98_1,Q99_1,Understand1,Understand2,Use1,Use2R,Load1,ENG1,ENG2,ENG3,VB_P2 - Parent Topics,VB_P2 - Topics,FL_87_DO,FL_72_DO,FL_81_DO
2021-11-05 09:08:38,2021-11-05 10:52:58,IP Address,137.56.57.175,100,6260,True,2021-11-05 10:52:59,R_1d3O1kC8ym73fu6,,,,,51.5420074462890625,5.087799072265625,anonymous,EN,20,Female,No,Somewhat low,Very low,Very Low,Yes,No,No,Yes,Yes,No,No,No,No,No,,,32.3,166.087,210.869,14,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,18.535,401.596,445.714,7,"there are not enough buss to use them for a new trip,There are not enough buss driver to have another rout, The are not enogh passangers taking that rout,","The bus was in maintenance, the bus driver was not assign, no ticket were sold","to many people bought the ticket, someone is in the wrong bus, someone in the bus does not have the ticket","there are not any more spaces, the trip has been canceled for maintanance problem","the rout might need to change, the direver have to practice to drive eith the new bus, the amount of seats might change",5.781,552.06,568.784,46,trip;events;passangers;two;reservetion;boarding;empty;reservation;boarding;all;telephone;All;start;estabilished;;rout;more;each;town;social;trip;;trip;employee;recorded;absent;;absent;;;absent details;description;;kilometer;bus;use;maintanance;repairs;problem;;;avarage;problems;mantainance;recorded;,7,7,7,2,8,4,9.718,384.563,477.479,12,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,14.753,611.896,632.88,13,"There is not a suitable mechanic, it can not be repair, the pieces to change are hard to find","Not enough parts, not enogh machanic, they would need largere facility and more employee","Different type of material repaired, different machanic with a different qualification, different city with different standard price.","more time is needed to repair, more pieces are broken than anticipated, need to import materials for the repair","it will have a higher price to compansate the initial investimnt, less mechanic will be needed but more thecnichan for the machine",4.106,771.41,801.275,50,;;less;different;;machine;repair;repair ;code;machine type;centrifugal;diameter;assigned;;name;fax;local;parts;adress;;supply;stored;bin;parts;bim;repair details; ;skill;labour;skill;;experience;parts;assigned;;assign;;;Far Eastern Repair Facility;hours;cost;description;total;;;,6,0,4,4,7,5,Disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,,,FL_81,,FL_75|FL_59
2021-11-10 04:23:19,2021-11-10 05:52:51,IP Address,137.56.58.155,100,5372,True,2021-11-10 05:52:52,R_qzwIExvi2eRjQ8V,,,,,51.56939697265625,5.2111053466796875,anonymous,EN,21,Male,No,Somewhat high,Very low,Very Low,Yes,No,Yes,No,No,No,No,No,No,No,,Read,10.917,175.951,177.331,15,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,18.616,236.834,296.171,8,"no drivers are available for the trip, also no buses.  ","absence of a driver, maintenance problems",to repair another bus,"because it is not included in the route, not enough time to stop by","they will need more drivers, more potential maintenance problems, increased number of daily routes and trips",1.725,495.987,496.329,55,trips;events;tourists;multiple;reservation;boarding;;reservation;boarding;all the;The phone;Each;start;;route;;more;each;town;special;trip;A;trip;employee;stored;absent;absent;absence;absence;absent;details;detail;description;average daily kms;Buses;trips;a maintenance;it;maitenance;description;occured;average ;problems;;recorded;,4,2,2,3,2,0,6.704,200.208,201.664,18,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,32.111,334.567,381.521,6,"Did mot find a needed part for the repair, there was not an available mechanic to repair the car","Not enough parts, not enough staff","probably a mechanic worked on the other for more hours, a part supplier increased a price for some parts","The amount of repairs needed, labour rate were poorly considered while estimating the total costs. ","it might increase a repair rate, so a machine would get repaired much quicker, more customers too. ",4.316,460.831,475.441,44,the repair;equipment;least;machine;engines;;;;code;repairs per minute;reciprocating;diameter;repaired;mechanic;a phone;Fax;business;;address;part;store;stored;bins;part;bin;warehouse name;mechanics;skills;labour;skill;skill;experience;parts;skilled;asked;;;;;;;;;;;,,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,,,FL_72,FL_66|FL_51,
2021-11-10 08:15:53,2021-11-10 09:43:16,IP Address,137.56.58.155,100,5243,True,2021-11-10 09:43:16,R_2waTFVqX5j3jrL6,,,,,51.56939697265625,5.2111053466796875,anonymous,EN,20,Male,No,Low,Very low,Very Low,Yes,No,Yes,No,No,No,No,No,No,No,,Read,18.827,300.445,302.178,15,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,1.593,333.372,500.136,7,"There are no available buses. It has no route segments. There are no available drivers. ","The scheduled bus had a malfunction. The driver was absent. ","The number of reservations was too large. There were too many passengers without a reservation. ","The passenger does not have a valid name or address. ","They could increase the number of daily trips or trips, given a sufficient quantity of drivers. They would also have to accomodate for increased repair demands. They could also expand their working area (travelling to more towns, for example). ",1.94,328.16,406.651,2,travel;events;passengers;many;reservation;entrance;empty;reservation;boarding;all;Telephone;All;start;classified;route;number;more;any;town;special;route segment;Every;trip;employee;recorded;absent;absent;absence;absence;absent;reasons;details;description;bus;Buses;use;maintenance;maintenance;problem;description;maintenance;average;maintenace problems;maintenace;recorded;,8,6,6,7,7,2,23.661,242.152,245.464,15,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1.033,1.424,336.901,2,"There is a missing part that has not yet been provided. A mechanic has not yet completed a repair task. There are a lot of other repair tasks currently taking up the mechanics time. ","They might not have sufficient mechanics or experienced mechanics. They might not have sufficient parts. ","The labor rate of the mechanic might differ. The replaced part of one machine might be more expensive. The required repair might have been more complex or required more parts. ","It would depend on labor cost, difficulty of repair, the price of required repair parts, the number of hours spent on the repair. ","It would decrease manual labor - number of mechanic hours spent on turbine engine repair will decrease, while mechanisc might be free to address other repair tasks. ",0.954,366.556,389.338,10,repairs;equipment;lowest;several;engines;equipment;repair;repair;code;rotations per minute;centrifugal;diameter;supplied;manufacturer;phone;Fax;repeating;parts;address;part;order;supplied;bins;part;bin;warehouse name;mechanics;skill;labor;skill;skill;experience;equipment;experienced;assigned;experienced;any;repairs;equipment;hours;required;description;total;repair;calculated;,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-11-12 05:06:45,2021-11-12 06:44:29,IP Address,137.56.56.202,100,5863,True,2021-11-12 06:44:29,R_3jSQ3VKlAvdWCPW,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,19,Male,No,Low,Very low,Very Low,No,No,No,Yes,No,No,No,No,No,No,,Read,27.11,263.069,271.886,14,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,14.125,313.286,371.225,8,"Too long, Too short, High probability of causing problems.","Management issue, Misunderstanding, Issue with the bus, Driver decided not to.","Passenger might have gotten confused, Management issue.","Special event is for children and viceversa, passenger can be pregnant.","More buses available, replacements for buses in maintanance, More trips can be done.",5.481,448.485,458.473,55,trips;events;turists;several;reservation;boarding;unreserved;reservation;boarding;all;Telephone;Each;start;;route;;daily;daily;town;special;trip;All;trip;employee;collected;absent;absent;absence;absence;absent;reasons;detail;descrition;buses;Buses;trips;maintenance;maintenance;;;experienced;average;problems;maintenance;recorded;,7,8,8,5,7,4,34.935,199.485,201.348,14,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,1.027,305.937,438.812,5,"Wrong replacement, Machanic error, Costumer broke it again.","Not enough space, mechanics, parts, and time.","Very similar but not the same, Demand for the repair has decreased.","Brainstorm all possible problems in the estimation, Hire a statistician.","New entity, creating new relationships between existent entities, need of less mechanics.",2.465,455.017,462.444,57,repairs;;lowest;3;engines;equipment;repair;repair;code;speed;centrifugal;diameter;repaired;mechanic;phone;Fax;local;parts;adress;;use;spared;bins;warehouse;bin;code;mechanics;skills;labour;skill;skill;experience;equipment;skilled;assigned;skilled;assign;;;hours;replaced;price;total;;stored;,7,2,6,7,8,3,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,,,FL_81,,FL_59|FL_75
2021-11-12 07:58:12,2021-11-12 10:10:18,IP Address,89.205.226.248,100,7925,True,2021-11-12 10:10:19,R_2YePh0E0OQZoNTy,,,,,52.08740234375,5.1168060302734375,anonymous,EN,23,Female,No,Low,Very low,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,32.882,355.053,359.284,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,47.578,619.8,692.257,9,"The driver has assigned the trip with a numer, start town and end town without defining the route segment.",The bus they were supposed to use got a maintenance problem. The driver could not go to the starting point for some reason.,There sold more tickets than seats. More passengers showed up on the boarding date than they expected.,Because there are no seats left in the bus. Because that person does not have a ticket.,"Voyager Bus will have to plan more daily trips as the buses will be smaller, and less passengers will fit on the bus.",3.952,645.728,660.395,71,daily trips;events;all passengers;two;reservation;boarding;unreserved;reservation;boarding;all;Their telephone;All;start;collected;route;number;more;each;town;special;trip;The;trip;employee;collected;absence of the;absence;absence;absence;same;reasons;detailed;description;buses;Buses;maintenance;maintenance;maintenance;problem;description;maintenance;average;problems;maintenance;collected;,8,2,2,5,6,6,21.274,284.819,295.079,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,12.173,379.522,456.533,12,Because they have not received the parts from the manufacturer yet.,They will have to store more parts than usual. They will have to contact more manufacturers.,"Because even if the machines were similar, the part that the mechanic had to repair, could be more expensive than the other one.","They do not know how long will it take to repair the parts that were not working. If they have to ask for more parts than they thought they needed. ","For this matter, they will no longer need mechanics, so they will be able to focus on different tasks. Also, the parts stored in the warehouse will now have to be where the machine is.",1.927,769.265,783.037,77,repairs;equipment;minimum;all;engines;equipment;repair;repair;code;;reciprocating;diameter;repaired;mechanic;phone;Fax;new;parts;address;;supply;storage;bins;part;bin;warehouse name;parts;skills;labour;skill;skill;experience;the equipment;skilled;assigned;skilled;assigned;be;repair;hours;required;description;total;repair;calculated;,,,,,,,Somewhat disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-11-17 04:41:53,2021-11-17 07:17:48,IP Address,137.56.56.202,100,9354,True,2021-11-17 07:17:48,R_2pPjVagEKl6e24R,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,44,Male,No,Neither low nor high,Somewhat high,Somewhat high,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Read,25.852,287.38,290.866,12,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,42.33,369.137,524.7,5,maybe there is no one of ineterest or itś too far and tiring trip,maybe some of the busses are out of order,maybe the passenger has forgotten the date and time of his or her trip or maybe is caught in traffic jam,unsystematic probelms occur all the time such as a terrible headache or an accident,"with medium sized busses they can manage a trip more comfortabe becuse of the lower people in that trip and also it has another benefit, they can start more trips because the seats will be taken faster than in a big bus",11.507,534.061,611.399,10," trips;events;people;two;reservation;bordering;untaken;reservation;bordering;all;telephone;every;start;;;finish town;;;;;;;;;;;absent;absence;description;bus;details;;;;;;;;;;;average;maintanance problems;;;",5,1,4,3,6,1,5.494,286.639,287.8,13,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,19.421,213.463,527.689,2,Maybe the compony is not able to find the proper part for the machine,lack of parts and also mechanics who should repair them.,maybe one machine just needed a service but the other one neede some parts to replace.,"Itś a routine task that happens, when you survey a problem in a machine at the first time you may consider a problem but when you go in depth you see that there are so many problems that must be fixed, so the price will increase because more time and perhaps neede parts","well buying new machine means you have to put more money on this project and also hiring more employees that they need salary, and also I think they will face with lack of space in their company.",5.287,407.914,520.701,9,;;;;engines;;;repair;;;centrigugal;diameter;;;phone;fax;local;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,5,1,5,3,7,1,Somewhat agree,Agree,Strongly agree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,FL_81,,FL_59|FL_75
2021-11-17 08:14:48,2021-11-17 09:38:46,IP Address,137.56.56.202,100,5038,True,2021-11-17 09:38:47,R_2X1Kx8gWFxKkmv5,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,21,Female,No,Somewhat low,Low,Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,33.63,225.543,226.776,14,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,16.397,395.825,419.365,11,"Not enough busses, not enough drivers, starting en finish time, work on the road","Absent drivers, bus in use, no good communication ","Passengers without reservations took one seat, someone took their child or bring someone with them  ",No reservation,"New daily trips, more drivers",4.971,598.398,607.64,42,trips;events;passengers;several;reservation;boarding ;bus ;reservation ;boarding;all;telephone;Every;start;associated;route;route ;two;drivers;town;special;start town;Goes on ;trip;telephone ;stored;absence of ;absent;absence;absence;absent;details;to;description;buses;buses;use;model;maintenance;problem;description;experienced;average;problems;date;stated ;,7,6,7,3,6,7,30.017,205.585,206.5,18,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,54.239,265.265,293.445,8,"No mechanic, parts are missing, ","Not enough equipment, not enough storage room in warehouses","Hours of repair working, years experience, volume, machine type","You don´t know for sure how many hours you will be working on it, maybe you see more things you have to repair then the one mentioned ","I dont know ",4.397,568.249,614,26,repairs ;machines ;fastest;equipment;engine;mechanic;repair;detail;owns;RPM;centrifugal;diameter;assigned;repair number ;phone;fax;local;mechanics;adress;suuply;;stored;bin ;desciptive;bin;ware house name;mechanics;skill;labour;labour rate;assigned;experience;clients;skilled;assigned;skilled;repair;skilled;?;hours;repaired;name;total;repair;stored;,7,7,4,3,7,6,Somewhat disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Agree,,,FL_81,,FL_59|FL_75
2021-11-19 02:02:54,2021-11-19 04:42:25,IP Address,137.56.56.202,100,9570,True,2021-11-19 04:42:25,R_OGYke7J7hoYdrAR,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,24,Female,No,Very low,Very low,Very Low,No,No,Yes,Yes,No,No,No,No,No,No,,Read,24.521,551.068,559.777,17,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,258.206,775.15,782.237,5,I dont know,I dont know,The system did not save the reservation,"The bus is full ","They should add this new category size to the data base ",15.438,1014.119,1024.675,63,trips;events;the passengers;two;reservation;board;...;reservation;boarding;all;Teleohone;...;starting;...;route;number;many;each;town;special;trip;...;trip;employee;collected;absence;abscent;absence;absent;absent;reasons;detail (?);description;buses;Buses;...;maintenance;maintenance;problem;descriprion;bus;...;problems;maintenance;collected;,9,6,6,3,10,9,35.6,375.924,376.842,15,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,206.119,465.513,471.832,14,I dont know,I dont know,Wrong repair number,"It depends on so many factors like the price of the parts to be repaired, the warehouse or the manufacter",I dont know,2.666,784.396,803.082,58,reparations;machines;..;...;engines;equipment;reparation;mechanic;code;RPM;centrifugal;diameter;...;...;bin;Telephone;...;...;address;...;...;storage;bin;part;bin;price;parts;name;labour;skill;...;experience;equipment;...;sent;selected;..;...;reparation;repair;repaired;cost;reapair;mechanic;calculated;,,,,,,,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-11-19 05:13:11,2021-11-19 06:44:26,IP Address,137.56.56.202,100,5474,True,2021-11-19 06:44:26,R_27Dc7qBq2rf0sHj,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,24,Female,No,Neither low nor high,Somewhat high,Neither low nor high,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,,13.462,191.192,192.59,15,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,24.027,357.835,368.617,7,"no passengers, no bus, no driver","bus is in maintenance, all busses in daily trips","too many board tickets sold, too many reservations",no space,"different busses, less space in the bus",2.166,488.341,497.912,61,tours;events;passengers;two;reservation;boarding;board;reservation;boarding;voyager;telephone;;start;associated;route;number;more;each;town;special;trip;special;route ;employee;collecyed;absence;absent;absent;;bus;reason;detail;description;bus;bus;;maintenance service;maitenance;problem;description;maintenance;average;problems;;;,7,6,8,7,7,7,16.153,213.18,215.001,14,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,14.603,676.978,695.498,13,"a part didnt arive yet, there are no mechanics, the mechanic is taking longer than imagined","not enough mechanics, not enough parts","different manufacturer, different equipment, more hours needed, the labour rate of mechanic is higher(different mechanic)","took more hours than thought, price of part was higher, more skilled person was needed for the job (mechanic)","different manufacturer is added, less mechanics needed",7.47,583.555,590.849,51,repairs;equipments;best;equipment;engines;equipment;repair;manufactural;;;centrifugal;diameters;repaired;mechanic;phone;fax;;equipment;adress;supply;store;used ;contains;bin;;;;skill;labour;skill;;expereience;equipment;skilled;assigned;skilled;assign;help;;hours;;;total;repair;;,,,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,,,FL_72,FL_66|FL_51,
2021-11-19 08:18:21,2021-11-19 10:11:58,IP Address,137.56.56.202,100,6816,True,2021-11-19 10:12:00,R_9mMjlja4brENaF3,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,18,Female,No,Neither low nor high,Neither low nor high,Neither low nor high,Yes,No,No,Yes,No,No,No,No,No,No,,Read,9.463,178.921,180.757,16,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,5.25,716.579,737.815,14,"maybe not many people would like to take part in such trip, too expensive, to long road, maybe not enough buses, maybe the idea wasnt realistic","maybe all bus drivers had other trips, bus drivers were not informed, maybe there the buses weren´t prepared on time, no one bought ticket for this trip ","this passenger may didn´t had ticket before, maybe too many people took part/ wanted to go, ","maybe person was disabled and bus was not prepared for such situaction, maybe all of the sits were taken, date of the trip may didn´t suit schedual of this person, maybe this person didn´t have enough money to purchase the ticket  ","many more trips could take place, many more drivers would be needed, the company will make more money, new people will get work, company may become more popular, ",3.574,842.654,848.766,51,trips;events;people;several;reservaction;boarding;empty;seat;leaving;all;phone;all;start;;;route;two;each ;town;special;segment;The;trip;phone;;bus;;time of ;trip;bus;trips;;;buses;bus ;use;maintenance;maintrenance;special;description;small;whole;problems;;important;,7,5,5,4,8,2,9.653,108.51,109.909,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,13.519,342.003,402.92,5,"maybe noone of the mechanics had time to do so, maybe there were no needed part, maybe no one produce part that needs to be repaired, maybe they need more time for doing it","no enough parts in warehouse, they would need more time to do every single rapair, they dont have enough mechanics, ","maybe this machine needed different more expensive part or more work, maybe there were also something else to do with it ","different machines needs different parts and different amount of time on working on them, ","they would have more things to work on, maybe more customers, they willl need extra space for that ",2.675,817.699,824.285,75,repair;machines;less;all;engine;repair details;repair;special ;mechanic;equipment;centrifugal;diameter;supply;manufacture;phone ;fax;local ;;address;;;are stored;bins;special;bin;;;;labour;skills;;experience;customer;questions;;skilled;ask;;machine;hours;code?;price;whole;made;counted;,5,1,3,6,4,4,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,,,FL_81,,FL_59|FL_75
2021-11-24 05:07:33,2021-11-24 07:40:09,IP Address,137.56.56.202,100,9156,True,2021-11-24 07:40:09,R_1mgVZSImX48RbbM,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,19,Female,No,Neither low nor high,Somewhat high,Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,58.426,324.34,325.4,16,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,17.143,898.145,1232.251,18,the trip must have a route segment that must have a start time and a finish time; the passenger didn´t provide information if a bus will be required;   solution: suggest providing more details,"it encountered a mechanical problem that need repairing, the driver/s got ill; the managers were not informed of the absence start date   solution: 1) change ""absence start date¨ to ¨required information""  2)contact the bus driver in advance or tell the driver to contact the managers if there will be any delay/canceling",the passenger was assigned to the trip without the managers checking if there are enough seats because of no data;  the passenger bought the ticket too late (didn´t have a reservation);     solution: include the number of seats for each bus,"not enough seats       solution: change ""average nr. of passengers¨ to ¨required information"" and include the number of seats for each special trip as well as the end date for buying the ticket  ","the entity ¨bus"" will require a new atribute asking for ¨size"" ;  solution: make changes to the dataset",2.564,669.799,711.154,14,trips;events;its passengers;2;reservation ;trip;unreserved;reservation ;boarding;all;Telephone;All;start;made;route;number;more;each;town;special/festive;holiday name;Each;trip;employee ;stored;absence details of the;ill;absence;absence;bus;reasons;details;description;number of buses;Each;long trips;repairing;maintenance;problem;description;maintenance;average;problems;maintenance;recorded;,6,3,3,6,4,1,45.567,317.824,323.531,12,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,130.643,1053.566,1151.561,11,"'- messed up the details of when some parts needed to be replaced will be delivered, sent the costumer the wrong day when the repair will be finished, the equipment should be renewed quicker than they expected it","mess up the repair details, calculate the wrong price for repairs, assign mechanics to repairs that don´t require one, have a lack of repair details when needed, they can require 1 type of repairing machine for more repairs at the same time and mess up the finishing dates provided to the costumer;     solutions: include a data base with the number of the day when recieve the order and when it is supposed ot be finished","'- different prices for specific pieces, one of the repairs required a mechanic, one of the repairs needed more parts to be replaced, the equipment that was used requiered more expenses from the company","too many variables, hard to estimate the salary needed to be provided to the mechanic, some pieces weren´t in stock","a new block will be used to indicate whether the repair was done by a mechanic or the machine, if it was done by the machine it might include the expenses the machine requires to complete the repair;    I don´t see the need to provide solutions for the affects I enumerated",4.793,765.355,774.381,66,repair facilities;parts;shortest;3;engines;equipment;repairing;repair;code;; centrifugal;diameter;owned;cutomer;phone;Fax;some;parts;adress;supplying;keep track of;stored;bins;specific;bin;warehouse name;mechanics;yrs. experience;labour;skill;skill;experience;equipment;selected;assigned;selected;assign;tasks;repair;hours;replaced;number;total;repair;calculated;,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,,FL_72,FL_66|FL_51,
2021-11-24 08:02:41,2021-11-24 10:05:14,IP Address,137.56.56.202,100,7353,True,2021-11-24 10:05:15,R_3PCd5a7myUH3A4b,,,,,51.55230712890625,5.09649658203125,anonymous,EN,19,Female,Yes,High,Neither low nor high,Somewhat high,No,No,No,Yes,No,No,No,No,No,No,,Read,77.757,431.585,432.625,19,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,27.703,470.988,471.657,19,the new trip could cost more money than they have for the entire trip; the new trip could be far away and could be dangerous road which is not for passengers who are going on a trip only,the managers reserved the trip for another date and time or they could lie their workers that all of them has to expect a trip,a mistake in the logistic; there is a person not included in the lest with passengers on this exact trip,the person realized that he/she does not have enough money or he/she read more about the special event and realized that it will not so interesting that the person thought,more people can be included on such kind of trip; not only tiny people will be able to go,14.703,415.916,430.653,52,trip;events;the passengers;different;board;board;entire;reservation;boarding;all;All;All;start;associated;route;#;more;every;town;special;trip;Trip;trips;;;;;;;;;;;;;;;;;;;;;;;,7,8,7,7,7,7,45.579,365.269,373.101,14,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,25.895,697.432,701.171,25,a part of this machine is not received in the warehouse yet; no enough workers who have to repair the machine on time,finishing the machines not on time becuse of the lack of workers and time; working under preasure can cause longer repairing because of the high number of machines,the problems on both machines could be different=> different level of difficulties; workers want to steal money from the customers; a mistake in calculating the final price,every problem  of different machines is individual and there can not be one exact price for every problem,"employees has to buy it with much money but after that the results will be satisfying for everyone because there will be many more customers=> higher salaries for the workers, more workers=> high valued company, happy customers",8.079,423.37,472.158,35," machines;;;machine;engine;;;repair;code;machine type;centrifugal;diameter;;;bin;Bin;;;address;part;;stored;;parts;;descr.;;;;;;;;;;;;;;;;;;;;",7,7,7,8,8,6,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,,,FL_81,,FL_75|FL_59
2021-11-26 02:00:38,2021-11-26 03:50:53,IP Address,137.56.56.202,100,6615,True,2021-11-26 03:50:54,R_1o7HIb7q3pPSrDV,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,19,Female,No,Low,Low,Low,Yes,No,No,No,No,No,No,No,No,No,,Read,20.079,273.507,274.557,16,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,1.712,267.93,314.338,6,"trip wasnt planned with enough time, there is no bus available at that time","bus was in maintenance, they didnt reserve the bus, there was no available drivers",passenger didnt reserve the ticket,there is no event at that time,"more people will be able to go, they will need more drivers",6.482,509.065,528.959,49,tours;events;passengers;two;reservation;boarding;empty;reservation;boarding;all;phone;all;start;;route;number;numerous;each;town;special;event;one;trip;employee;recorded;absent;absent;absence;absence;absent;reasons;detail;description;buses;buses;use;maintnance;maintenence;problem;description;;av. repair;problems;;;,5,6,7,4,10,4,35.948,312.797,315.857,13,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,2.512,451.703,515.696,6,"it was not asigned to any of the mechanics yet, they didnt have the requred parts for the repair","there wont be enough mechanics to repair everything, they will work longe hours, they will need more parts and more space to store everithing","the parts for the repair could have been more expencive, maybe it requred more time to repair the machine",cost of the needed parts fo the repairs,"some of the repairs would also be assigned to the new repair machine ",2.019,596.538,610.785,48,numerous;repairs;shortest;three;engine;equipment;repair;repair;code;;centrifuhal;diameter;repaired;mechanic;phone;fax;local;parts;address;part;store;not used;bin;part;bin;price;;skills;labour;skill;skill;experience;equipment;skilled;assigned;skilled;;;repair details;hours;;cost;total;repair;;,5,3,6,4,10,3,Somewhat agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat agree,Strongly agree,,,FL_81,,FL_75|FL_59
